source,target,weight,bits
A0A5J4RSB5,A0A0F9RZA5,0.318,123
A0A5J4RSB5,D9PIE9,0.335,92
A0A2P2C1N4,A0A2P2CHJ3,0.803,2096
A0A6J6B8S8,A0A6J6FN67,0.838,338
A0A6J6B8S8,A0A094R0S2,0.84,330
A0A6J6B8S8,A0A6J6CGW0,0.767,305
A0A6J6B8S8,A0A6J6F2I8,0.753,299
A0A6J6B8S8,A0A6J6FAA5,0.747,296
A0A6J6B8S8,A0A6J5ZN98,0.53,183
A0A6J6B8S8,A0A645JM79,0.363,78
A0A6J6B8S8,A0A644TLT6,0.325,66
A0A6J6B8S8,A0A6J6CNN8,0.327,64
A0A6J6B8S8,A0A644W3K2,0.321,63
A0A6J6B8S8,A0A6J5YFN0,0.301,51
A0A6C0B248,A0A6C0HQM4,0.638,1453
A0A6C0B248,A0A6C0D834,0.617,1440
A0A6C0B248,A0A6C0LDL2,0.61,1278
A0A6C0B248,A0A6C0BC56,0.61,1275
A0A6C0B248,A0A6C0F7I1,0.562,1184
A0A6C0B248,A0A6C0AR55,0.569,1177
A0A6C0B248,A0A6C0ESH1,0.565,1173
A0A6C0B248,A0A6C0I8D9,0.534,1160
A0A6C0B248,A0A6C0EFD9,0.527,1143
A0A6C0B248,A0A6C0DLZ7,0.556,1137
A0A6C0B248,A0A6C0B3Y6,0.537,1116
A0A6C0B248,A0A6C0E7Y7,0.544,1107
A0A6C0B248,A0A6C0E9T3,0.543,1103
A0A6C0B248,A0A6C0ASE4,0.529,1102
A0A6C0B248,A0A6C0LR39,0.534,1100
A0A6C0B248,A0A6C0DLX9,0.53,1095
A0A6C0B248,A0A6C0KI02,0.529,1092
A0A6C0B248,A0A6C0B911,0.526,1088
A0A6C0B248,A0A6C0DRP4,0.503,1064
A0A6C0B248,A0A6C0ETN6,0.481,1064
A0A6C0B248,A0A6C0D598,0.505,1062
A0A6C0B248,A0A6C0F3T9,0.515,1060
A0A6C0B248,A0A6C0H329,0.526,1057
A0A6C0B248,A0A6C0CXA7,0.488,1050
A0A6C0B248,A0A6C0CK20,0.513,1042
A0A6C0B248,A0A6C0CQ84,0.508,1011
A0A6C0B248,A0A6C0AXS7,0.504,1006
A0A6C0B248,A0A6C0BXB1,0.492,998
A0A6C0B248,A0A6C0LKA9,0.502,998
A0A6C0B248,A0A6C0JJL0,0.435,974
A0A6C0B248,A0A6C0C3J4,0.428,884
A0A6C0B248,A0A6C0C4N0,0.436,823
A0A6C0B248,A0A6C0JAK9,0.416,807
A0A6C0B248,A0A6C0H424,0.379,738
A0A6C0B248,A0A6C0AUP9,0.395,728
A0A6C0B248,A0A6C0KP26,0.389,719
A0A6C0B248,A0A6C0D714,0.39,710
A0A6C0B248,A0A6C0KWD2,0.38,206
A0A6C0E9T3,A0A6C0DLX9,0.808,2036
A0A6C0E9T3,A0A6C0ASE4,0.622,1357
A0A6C0E9T3,A0A6C0LR39,0.596,1279
A0A6C0E9T3,A0A6C0KI02,0.581,1254
A0A6C0E9T3,A0A6C0H329,0.611,1241
A0A6C0E9T3,A0A6C0JJL0,0.503,1185
A0A6C0E9T3,A0A6C0DRP4,0.552,1180
A0A6C0E9T3,A0A6C0B3Y6,0.586,1179
A0A6C0E9T3,A0A6C0ETN6,0.532,1178
A0A6C0E9T3,A0A6C0B911,0.574,1148
A0A6C0E9T3,A0A6C0D598,0.536,1134
A0A6C0E9T3,A0A6C0D834,0.566,1127
A0A6C0E9T3,A0A6C0HQM4,0.556,1107
A0A6C0E9T3,A0A6C0DLZ7,0.548,1098
A0A6C0E9T3,A0A6C0EFD9,0.529,1094
A0A6C0E9T3,A0A6C0ESH1,0.55,1091
A0A6C0E9T3,A0A6C0B248,0.535,1083
A0A6C0E9T3,A0A6C0AR55,0.528,1081
A0A6C0E9T3,A0A6C0LDL2,0.538,1078
A0A6C0E9T3,A0A6C0E7Y7,0.532,1073
A0A6C0E9T3,A0A6C0BC56,0.533,1066
A0A6C0E9T3,A0A6C0F7I1,0.535,1052
A0A6C0E9T3,A0A6C0I8D9,0.516,1045
A0A6C0E9T3,A0A6C0CK20,0.515,1002
A0A6C0E9T3,A0A6C0F3T9,0.499,991
A0A6C0E9T3,A0A6C0CXA7,0.502,989
A0A6C0E9T3,A0A6C0C3J4,0.455,955
A0A6C0E9T3,A0A6C0BXB1,0.494,952
A0A6C0E9T3,A0A6C0CQ84,0.482,919
A0A6C0E9T3,A0A6C0LKA9,0.481,919
A0A6C0E9T3,A0A6C0AXS7,0.479,912
A0A6C0E9T3,A0A6C0C4N0,0.423,790
A0A6C0E9T3,A0A6C0JAK9,0.403,773
A0A6C0E9T3,A0A6C0H424,0.387,760
A0A6C0E9T3,A0A6C0D714,0.411,756
A0A6C0E9T3,A0A6C0KP26,0.399,744
A0A6C0E9T3,A0A6C0AUP9,0.395,703
A0A6C0E9T3,A0A6C0KWD2,0.383,209
A0A381PM74,A0A381Q0T0,0.793,329
A0A381PM74,A0A2H9TBZ9,0.537,195
A0A381PM74,A0A484RFP6,0.471,165
A0A381PM74,A0A381ZVK2,0.486,164
A0A381PM74,A0A381YCQ9,0.464,162
A0A381PM74,A0A6J6F1Z8,0.447,153
A0A381PM74,A0A383EVV5,0.493,145
A0A381PM74,A0A380TAR9,0.422,143
A0A381PM74,A0A6J6BED1,0.403,140
A0A381PM74,A0A382BSA6,0.414,140
A0A381PM74,A0A381UKZ5,0.407,138
A0A381PM74,A0A382AXX9,0.416,134
A0A381PM74,A0A644XIS9,0.397,132
A0A381PM74,A0A644TR86,0.4,132
A0A381PM74,A0A381YI49,0.493,131
A0A381PM74,A0A6J6CM05,0.403,130
A0A381PM74,A0A094PXK9,0.395,130
A0A381PM74,A0A6J6AEE3,0.387,130
A0A381PM74,A0A644YX24,0.391,129
A0A381PM74,A0A381Z5C4,0.396,128
A0A381PM74,A0A382JQW3,0.388,127
A0A381PM74,A0A6J6ASR3,0.379,126
A0A381PM74,A0A645BU40,0.392,124
A0A381PM74,A0A6J5ZBM4,0.375,124
A0A381PM74,A0A381XUL9,0.378,123
A0A381PM74,A0A6J5ZDS3,0.368,121
A0A381PM74,A0A381NTP3,0.366,117
A0A381PM74,A0A381SM42,0.356,117
A0A381PM74,A0A6J6FLY4,0.348,117
A0A381PM74,A0A644WAX3,0.361,114
A0A381PM74,A0A382YNP5,0.348,111
A0A381PM74,A0A094PRH3,0.352,109
A0A381PM74,A0A382J1X9,0.346,108
A0A381PM74,A0A2P2C335,0.346,107
A0A381PM74,A0A382X5I9,0.369,107
A0A381PM74,A0A381QJF2,0.397,106
A0A381PM74,A0A382BJP1,0.331,106
A0A381PM74,A0A381TAP7,0.342,106
A0A381PM74,A0A6J6BMV8,0.331,106
A0A381PM74,A0A644ZDJ2,0.347,105
A0A381PM74,A0A645B269,0.333,101
A0A381PM74,A0A382TN05,0.32,100
A0A381PM74,A0A2P2C6S4,0.316,100
A0A381PM74,A0A645G9J6,0.321,98
A0A381PM74,A0A6J6D5R5,0.328,96
A0A381PM74,A0A382WL77,0.323,96
A0A381PM74,A0A381W471,0.312,94
A0A381PM74,A0A382BC58,0.305,93
A0A381PM74,A0A381RUV8,0.341,85
A0A381TAP7,A0A644TR86,0.498,182
A0A381TAP7,A0A382TN05,0.487,173
A0A381TAP7,A0A381SM42,0.455,165
A0A381TAP7,A0A381UKZ5,0.45,162
A0A381TAP7,A0A382BSA6,0.464,160
A0A381TAP7,A0A382WL77,0.456,155
A0A381TAP7,A0A381Z5C4,0.457,155
A0A381TAP7,A0A381XUL9,0.449,153
A0A381TAP7,A0A2H9TBZ9,0.451,153
A0A381TAP7,A0A645G9J6,0.447,151
A0A381TAP7,A0A645BU40,0.446,150
A0A381TAP7,A0A644WAX3,0.435,149
A0A381TAP7,A0A6J6BED1,0.415,147
A0A381TAP7,A0A2P2C335,0.432,147
A0A381TAP7,A0A644ZDJ2,0.438,146
A0A381TAP7,A0A381NTP3,0.435,145
A0A381TAP7,A0A381YCQ9,0.419,145
A0A381TAP7,A0A644YX24,0.413,143
A0A381TAP7,A0A644XIS9,0.412,141
A0A381TAP7,A0A6J6F1Z8,0.415,138
A0A381TAP7,A0A094PRH3,0.414,135
A0A381TAP7,A0A381ZVK2,0.417,130
A0A381TAP7,A0A094PXK9,0.377,129
A0A381TAP7,A0A645B269,0.388,129
A0A381TAP7,A0A6J6ASR3,0.384,126
A0A381TAP7,A0A2P2C6S4,0.376,126
A0A381TAP7,A0A382YNP5,0.373,126
A0A381TAP7,A0A6J6D5R5,0.387,124
A0A381TAP7,A0A6J5ZBM4,0.38,124
A0A381TAP7,A0A6J6AEE3,0.377,123
A0A381TAP7,A0A382BC58,0.368,122
A0A381TAP7,A0A382BJP1,0.355,121
A0A381TAP7,A0A382JQW3,0.377,120
A0A381TAP7,A0A6J5ZDS3,0.373,119
A0A381TAP7,A0A380TAR9,0.368,119
A0A381TAP7,A0A382J1X9,0.367,118
A0A381TAP7,A0A381RUV8,0.35,118
A0A381TAP7,A0A6J6FLY4,0.352,118
A0A381TAP7,A0A381UMH9,0.355,117
A0A381TAP7,A0A381YI49,0.435,117
A0A381TAP7,A0A381QJF2,0.413,115
A0A381TAP7,A0A6J6CM05,0.363,113
A0A381TAP7,A0A381Q0T0,0.357,112
A0A381TAP7,A0A382AXX9,0.364,112
A0A381TAP7,A0A6J6BMV8,0.334,111
A0A381TAP7,A0A484RFP6,0.349,111
A0A381TAP7,A0A381PM74,0.349,109
A0A381TAP7,A0A383EVV5,0.398,108
A0A381TAP7,A0A382X5I9,0.351,102
A0A381TAP7,A0A381W471,0.318,99
A0A6C0D714,A0A6C0KP26,0.868,1980
A0A6C0D714,A0A6C0H424,0.652,1505
A0A6C0D714,A0A6C0CXA7,0.432,814
A0A6C0D714,A0A6C0CK20,0.432,810
A0A6C0D714,A0A6C0BXB1,0.421,782
A0A6C0D714,A0A6C0I8D9,0.416,767
A0A6C0D714,A0A6C0CQ84,0.412,760
A0A6C0D714,A0A6C0D834,0.412,759
A0A6C0D714,A0A6C0LKA9,0.409,752
A0A6C0D714,A0A6C0EFD9,0.41,746
A0A6C0D714,A0A6C0AR55,0.406,745
A0A6C0D714,A0A6C0ESH1,0.44,745
A0A6C0D714,A0A6C0E9T3,0.406,743
A0A6C0D714,A0A6C0DLZ7,0.408,739
A0A6C0D714,A0A6C0AXS7,0.403,737
A0A6C0D714,A0A6C0E7Y7,0.402,736
A0A6C0D714,A0A6C0LR39,0.392,734
A0A6C0D714,A0A6C0DLX9,0.401,732
A0A6C0D714,A0A6C0DRP4,0.389,731
A0A6C0D714,A0A6C0HQM4,0.434,731
A0A6C0D714,A0A6C0H329,0.4,729
A0A6C0D714,A0A6C0KI02,0.389,728
A0A6C0D714,A0A6C0B3Y6,0.398,725
A0A6C0D714,A0A6C0LDL2,0.431,723
A0A6C0D714,A0A6C0ASE4,0.386,721
A0A6C0D714,A0A6C0BC56,0.43,721
A0A6C0D714,A0A6C0B911,0.394,719
A0A6C0D714,A0A6C0F3T9,0.39,704
A0A6C0D714,A0A6C0F7I1,0.389,702
A0A6C0D714,A0A6C0ETN6,0.36,697
A0A6C0D714,A0A6C0B248,0.41,691
A0A6C0D714,A0A6C0D598,0.371,690
A0A6C0D714,A0A6C0JJL0,0.339,647
A0A6C0D714,A0A6C0C4N0,0.366,644
A0A6C0D714,A0A6C0JAK9,0.354,640
A0A6C0D714,A0A6C0C3J4,0.33,606
A0A6C0D714,A0A6C0AUP9,0.331,557
A0A6C0D714,A0A6C0KWD2,0.317,167
A0A6J6NEE4,A0A6J6HPH1,0.479,316
A0A6J6NEE4,A0A6J7R1C9,0.403,251
A0A6J6NEE4,A0A6J6Q3B6,0.396,234
A0A6J6NEE4,A0A6J6RPQ7,0.387,227
A0A6J6NEE4,A0A382VYR0,0.309,51
A0A5J4ST39,A0A5J4RGF7,0.884,850
A0A5J4ST39,A0A5J4RAH0,0.881,839
A0A5J4ST39,A0A5J4RSB5,0.783,740
A0A5J4ST39,A0A5J4RD69,0.78,732
A0A5J4ST39,A0A5J4RLZ5,0.772,728
A0A5J4ST39,A0A5J4S2M0,0.777,724
A0A5J4ST39,A0A5J4SQP5,0.765,722
A0A5J4ST39,A0A5J4R632,0.803,721
A0A5J4ST39,A0A5J4RMY9,0.771,720
A0A5J4ST39,A0A5J4PYV6,0.881,643
A0A5J4ST39,A0A644Z1I5,0.632,557
A0A5J4ST39,A0A644VAA7,0.625,556
A0A5J4ST39,A0A5J4R5H0,0.779,538
A0A5J4ST39,A0A644YGI6,0.597,537
A0A5J4ST39,A0A5J4Q1M0,0.88,524
A0A5J4ST39,A0A5J4PMB9,0.868,486
A0A5J4ST39,J9D059,0.557,479
A0A5J4ST39,A0A644TZ87,0.549,479
A0A5J4ST39,A0A644TTV5,0.525,458
A0A5J4ST39,J9G945,0.443,435
A0A5J4ST39,J9GKY5,0.445,433
A0A5J4ST39,J9GUP8,0.44,430
A0A5J4ST39,A0A644WB33,0.461,387
A0A5J4ST39,D9PEU5,0.447,369
A0A5J4ST39,A0A5J4PVG7,0.899,360
A0A5J4ST39,A0A644X3D0,0.432,355
A0A5J4ST39,A0A3B0U7R6,0.431,348
A0A5J4ST39,A0A644YC72,0.424,339
A0A5J4ST39,A0A644V8K5,0.408,308
A0A5J4ST39,A0A644V8Y5,0.344,263
A0A5J4ST39,A0A645G851,0.66,243
A0A5J4ST39,K1U1E7,0.61,241
A0A5J4ST39,A0A5J4Q1Q4,0.419,179
A0A5J4ST39,K1RQ62,0.427,169
A0A5J4ST39,X1SXZ0,0.371,152
A0A5J4ST39,X1H9X9,0.366,128
A0A5J4ST39,K1V2N0,0.496,117
A0A5J4ST39,A0A0F9RZA5,0.334,116
A0A5J4ST39,D9PIE9,0.314,91
A0A2P2C106,A0A2P2CCC0,0.463,149
A0A2P2C106,A0A380TDV5,0.393,111
A0A2P2C106,A0A6A7SCJ1,0.387,111
A0A2P2C106,A0A644X6R6,0.31,83
A0A2P2C106,A0A645DGI7,0.302,78
A0A6C2YHS8,A0A6P2CSW9,0.433,216
A0A098EB84,A0A0W8F1J4,0.591,316
A0A098EB84,A0A6J5ZEX1,0.422,211
A0A098EB84,A0A381VFE6,0.402,198
A0A098EB84,A0A382GMT6,0.407,196
A0A098EB84,A0A381RW63,0.391,190
A0A098EB84,A0A381Y5A0,0.395,188
A0A098EB84,A0A380TET7,0.391,186
A0A098EB84,A0A381NR38,0.388,184
A0A098EB84,A0A381TYK3,0.394,183
A0A098EB84,A0A381SC57,0.377,181
A0A098EB84,A0A382RT59,0.408,180
A0A098EB84,A0A381RW23,0.376,180
A0A098EB84,A0A382D7U8,0.367,163
A0A098EB84,A0A381TW63,0.356,163
A0A098EB84,A0A382E8L3,0.362,160
A0A098EB84,A0A381ZHP8,0.353,154
A0A098EB84,A0A484SGW9,0.339,154
A0A098EB84,A0A644Z1Q8,0.429,131
A0A381QM57,A0A381R409,0.453,398
A0A381QM57,A0A381T7V2,0.424,362
A0A381QM57,A0A381SX73,0.417,354
A0A381QM57,A0A381NCE6,0.383,313
A0A381QM57,A0A381NQB5,0.372,309
A0A381QM57,A0A381XCR9,0.324,256
A0A381QM57,A0A381UR02,0.317,248
A0A381QM57,A0A381UCT6,0.312,244
A0A381QM57,A0A382AZ99,0.31,237
A0A381QM57,A0A644TXX6,0.302,233
A0A381QM57,A0A381PLY7,0.3,220
A0A381QM57,A0A382HPV4,0.309,210
A0A381QM57,A0A484HBH2,0.312,208
A0A645DGI7,A0A644XUI1,0.363,114
A0A645DGI7,A0A644X6R6,0.357,104
A0A645DGI7,A0A098E615,0.329,97
A0A645DGI7,A0A644Y6I5,0.324,96
A0A645DGI7,A0A380TDV5,0.339,93
A0A645DGI7,A0A381QVC9,0.323,85
A0A645DGI7,A0A2P2C106,0.311,81
A0A382GPZ3,A0A0W8G662,0.515,328
A0A382GPZ3,A0A484H950,0.5,312
A0A382GPZ3,A0A380TGZ6,0.489,304
A0A382GPZ3,A0A645BL16,0.488,302
A0A382GPZ3,A0A644VAT7,0.493,302
A0A382GPZ3,A0A381RMW8,0.479,295
A0A382GPZ3,A0A382ARZ7,0.471,289
A0A382GPZ3,A0A381Q4W5,0.475,289
A0A382GPZ3,A0A644YVS3,0.464,284
A0A382GPZ3,A0A381RJX3,0.442,266
A0A382GPZ3,A0A382BJ82,0.427,257
A0A382GPZ3,A0A381RRI3,0.418,249
A0A382GPZ3,A0A2P2CJE0,0.405,241
A0A382GPZ3,A0A382FIY4,0.439,239
A0A382GPZ3,A0A6J6F845,0.401,238
A0A382GPZ3,A0A6J6DT46,0.398,234
A0A382GPZ3,A0A2P2CF46,0.395,233
A0A382GPZ3,A0A6J6G9W7,0.391,231
A0A382GPZ3,A0A6J6C6I2,0.383,228
A0A382GPZ3,A0A6J6CMA0,0.38,226
A0A382GPZ3,A0A6J6ENE8,0.371,222
A0A382GPZ3,A0A6J6C905,0.373,194
A0A382GPZ3,A0A645FCJ9,0.404,190
A0A6J6CNN8,A0A6J6CFV0,0.434,156
A0A6J6CNN8,A0A6J5YFN0,0.337,101
A0A6J6CNN8,A0A094QIB6,0.308,93
A0A6J6CNN8,A0A6J5ZN98,0.346,69
A0A6J6CNN8,A0A6J6FAA5,0.371,68
A0A6J6CNN8,A0A6J6F2I8,0.363,66
A0A6J6CNN8,A0A6J6FN67,0.322,63
A0A6J6CNN8,A0A645JM79,0.356,44
A0A381Q3L6,A0A381UC56,0.918,269
A0A381Q3L6,A0A382EH67,0.474,132
A0A381Q3L6,A0A644WK33,0.473,127
A0A381Q3L6,A0A645AKM6,0.476,125
A0A381Q3L6,A0A2H9TC77,0.428,120
A0A381Q3L6,A0A644T609,0.375,99
A0A381Q3L6,T1BLP3,0.389,94
A0A381Q3L6,A0A0F9JGS9,0.357,93
A0A381Q3L6,A0A6J6GDA8,0.353,85
A0A381Q3L6,W1Y3N0,0.378,81
A0A381Q3L6,X0Z276,0.315,78
A0A2H9TC77,A0A382EH67,0.54,162
A0A2H9TC77,A0A644WK33,0.475,139
A0A2H9TC77,A0A645AKM6,0.456,138
A0A2H9TC77,A0A381Q3L6,0.425,119
A0A2H9TC77,A0A381UC56,0.455,113
A0A2H9TC77,T1BLP3,0.408,101
A0A2H9TC77,A0A0F9JGS9,0.394,98
A0A2H9TC77,A0A6J6GDA8,0.387,94
A0A2H9TC77,A0A644T609,0.368,89
A0A2H9TC77,W1Y3N0,0.41,81
A0A2H9TC77,X0Z276,0.369,81
T1BLP3,X0Z276,0.543,162
T1BLP3,A0A0F9JGS9,0.521,149
T1BLP3,A0A644T609,0.475,140
T1BLP3,A0A382EH67,0.383,101
T1BLP3,A0A644WK33,0.378,95
T1BLP3,A0A6J6GDA8,0.362,94
T1BLP3,A0A2H9TC77,0.385,94
T1BLP3,A0A381UC56,0.376,88
T1BLP3,A0A645AKM6,0.339,87
T1BLP3,A0A381Q3L6,0.359,85
T1BLP3,W1Y3N0,0.373,78
A0A2P2CCC0,A0A2P2C106,0.458,147
A0A2P2CCC0,A0A381QVC9,0.331,93
A0A2P2CCC0,A0A6A7SCJ1,0.333,93
A0A2P2CCC0,A0A380TDV5,0.334,91
A0A2P2CCC0,A0A644XUI1,0.319,90
A0A2P2CCC0,A0A645HQ66,0.378,89
A0A2P2CCC0,A0A645J6J5,0.361,85
A0A380TDV5,A0A6A7SCJ1,0.446,134
A0A380TDV5,A0A644X6R6,0.394,123
A0A380TDV5,A0A2P2C106,0.384,108
A0A380TDV5,A0A381QVC9,0.365,100
A0A380TDV5,A0A644XUI1,0.324,95
A0A380TDV5,A0A2P2CCC0,0.325,88
A0A380TDV5,A0A644Y6I5,0.303,87
A0A380TDV5,A0A645DGI7,0.315,84
A0A380TDV5,A0A645J6J5,0.305,70
A0A380TDV5,A0A645HQ66,0.3,65
A0A0W8FAW7,A0A644U6I2,0.367,278
A0A381VVK0,A0A644WQ43,0.369,496
A0A381VVK0,A0A644W908,0.364,489
A0A644XIS9,A0A645BU40,0.678,263
A0A644XIS9,A0A382TN05,0.462,168
A0A644XIS9,A0A645G9J6,0.454,163
A0A644XIS9,A0A644TR86,0.447,158
A0A644XIS9,A0A6J6BED1,0.431,154
A0A644XIS9,A0A382WL77,0.446,151
A0A644XIS9,A0A381UKZ5,0.428,151
A0A644XIS9,A0A381XUL9,0.439,149
A0A644XIS9,A0A380TAR9,0.439,149
A0A644XIS9,A0A6J5ZDS3,0.431,147
A0A644XIS9,A0A382BSA6,0.431,145
A0A644XIS9,A0A644YX24,0.437,144
A0A644XIS9,A0A381Z5C4,0.414,143
A0A644XIS9,A0A2H9TBZ9,0.415,142
A0A644XIS9,A0A484RFP6,0.411,140
A0A644XIS9,A0A381NTP3,0.418,139
A0A644XIS9,A0A644WAX3,0.394,138
A0A644XIS9,A0A644ZDJ2,0.396,136
A0A644XIS9,A0A094PRH3,0.395,135
A0A644XIS9,A0A094PXK9,0.399,134
A0A644XIS9,A0A381TAP7,0.394,133
A0A644XIS9,A0A2P2C335,0.402,132
A0A644XIS9,A0A6J6F1Z8,0.389,132
A0A644XIS9,A0A645B269,0.389,130
A0A644XIS9,A0A6J6BMV8,0.366,128
A0A644XIS9,A0A381SM42,0.386,128
A0A644XIS9,A0A381PM74,0.384,126
A0A644XIS9,A0A6J6AEE3,0.371,126
A0A644XIS9,A0A2P2C6S4,0.369,125
A0A644XIS9,A0A381ZVK2,0.392,124
A0A644XIS9,A0A382JQW3,0.375,123
A0A644XIS9,A0A6J6CM05,0.374,123
A0A644XIS9,A0A6J5ZBM4,0.373,121
A0A644XIS9,A0A381RUV8,0.36,121
A0A644XIS9,A0A381UMH9,0.354,120
A0A644XIS9,A0A381QJF2,0.423,119
A0A644XIS9,A0A381Q0T0,0.367,119
A0A644XIS9,A0A6J6ASR3,0.365,118
A0A644XIS9,A0A381YCQ9,0.362,117
A0A644XIS9,A0A6J6FLY4,0.337,113
A0A644XIS9,A0A382BC58,0.345,111
A0A644XIS9,A0A382J1X9,0.353,110
A0A644XIS9,A0A382X5I9,0.377,109
A0A644XIS9,A0A6J6D5R5,0.347,104
A0A644XIS9,A0A382YNP5,0.321,103
A0A644XIS9,A0A381YI49,0.377,95
A0A644XIS9,A0A382AXX9,0.309,89
A0A644XIS9,A0A381W471,0.399,89
A0A644XIS9,A0A383EVV5,0.34,86
A0A645EKZ3,A0A644X6R6,0.411,46
A0A6C0KP26,A0A6C0D714,0.87,1986
A0A6C0KP26,A0A6C0H424,0.649,1636
A0A6C0KP26,A0A6C0CXA7,0.421,805
A0A6C0KP26,A0A6C0CK20,0.421,801
A0A6C0KP26,A0A6C0BXB1,0.414,781
A0A6C0KP26,A0A6C0I8D9,0.409,768
A0A6C0KP26,A0A6C0D834,0.404,757
A0A6C0KP26,A0A6C0CQ84,0.404,755
A0A6C0KP26,A0A6C0ESH1,0.4,747
A0A6C0KP26,A0A6C0EFD9,0.404,746
A0A6C0KP26,A0A6C0DLZ7,0.404,746
A0A6C0KP26,A0A6C0LR39,0.396,745
A0A6C0KP26,A0A6C0AR55,0.4,745
A0A6C0KP26,A0A6C0LKA9,0.4,745
A0A6C0KP26,A0A6C0E9T3,0.399,743
A0A6C0KP26,A0A6C0DRP4,0.393,741
A0A6C0KP26,A0A6C0E7Y7,0.397,739
A0A6C0KP26,A0A6C0KI02,0.392,736
A0A6C0KP26,A0A6C0DLX9,0.396,734
A0A6C0KP26,A0A6C0ASE4,0.39,732
A0A6C0KP26,A0A6C0HQM4,0.393,727
A0A6C0KP26,A0A6C0LDL2,0.392,724
A0A6C0KP26,A0A6C0BC56,0.391,724
A0A6C0KP26,A0A6C0AXS7,0.391,722
A0A6C0KP26,A0A6C0H329,0.391,722
A0A6C0KP26,A0A6C0B3Y6,0.391,722
A0A6C0KP26,A0A6C0F3T9,0.389,717
A0A6C0KP26,A0A6C0B911,0.385,711
A0A6C0KP26,A0A6C0F7I1,0.385,706
A0A6C0KP26,A0A6C0ETN6,0.361,700
A0A6C0KP26,A0A6C0B248,0.381,700
A0A6C0KP26,A0A6C0D598,0.372,694
A0A6C0KP26,A0A6C0JJL0,0.342,654
A0A6C0KP26,A0A6C0JAK9,0.353,638
A0A6C0KP26,A0A6C0C4N0,0.357,636
A0A6C0KP26,A0A6C0C3J4,0.33,606
A0A6C0KP26,A0A6C0AUP9,0.323,548
A0A6C0KP26,A0A6C0KWD2,0.307,159
A0A6J6D5R5,A0A644YX24,0.413,138
A0A6J6D5R5,A0A382BJP1,0.376,133
A0A6J6D5R5,A0A382YNP5,0.377,131
A0A6J6D5R5,A0A645B269,0.395,130
A0A6J6D5R5,A0A381XUL9,0.382,128
A0A6J6D5R5,A0A6J6F1Z8,0.372,128
A0A6J6D5R5,A0A6J6BED1,0.38,127
A0A6J6D5R5,A0A381UKZ5,0.38,127
A0A6J6D5R5,A0A382BSA6,0.376,125
A0A6J6D5R5,A0A645BU40,0.384,125
A0A6J6D5R5,A0A381TAP7,0.384,123
A0A6J6D5R5,A0A094PRH3,0.387,121
A0A6J6D5R5,A0A381NTP3,0.364,120
A0A6J6D5R5,A0A381YCQ9,0.367,119
A0A6J6D5R5,A0A6J5ZDS3,0.357,119
A0A6J6D5R5,A0A2P2C335,0.356,117
A0A6J6D5R5,A0A381Z5C4,0.364,117
A0A6J6D5R5,A0A2P2C6S4,0.342,114
A0A6J6D5R5,A0A381QJF2,0.413,114
A0A6J6D5R5,A0A644TR86,0.354,114
A0A6J6D5R5,A0A381ZVK2,0.4,112
A0A6J6D5R5,A0A382TN05,0.341,112
A0A6J6D5R5,A0A644XIS9,0.362,112
A0A6J6D5R5,A0A6J6CM05,0.346,112
A0A6J6D5R5,A0A6J6FLY4,0.335,112
A0A6J6D5R5,A0A2H9TBZ9,0.342,108
A0A6J6D5R5,A0A094PXK9,0.324,106
A0A6J6D5R5,A0A381UMH9,0.323,106
A0A6J6D5R5,A0A644WAX3,0.324,104
A0A6J6D5R5,A0A6J6BMV8,0.315,102
A0A6J6D5R5,A0A645G9J6,0.327,102
A0A6J6D5R5,A0A6J6AEE3,0.331,100
A0A6J6D5R5,A0A382JQW3,0.32,99
A0A6J6D5R5,A0A382WL77,0.33,99
A0A6J6D5R5,A0A6J6ASR3,0.33,99
A0A6J6D5R5,A0A380TAR9,0.327,97
A0A6J6D5R5,A0A381YI49,0.385,96
A0A6J6D5R5,A0A381PM74,0.324,96
A0A6J6D5R5,A0A381Q0T0,0.324,96
A0A6J6D5R5,A0A6J5ZBM4,0.321,95
A0A6J6D5R5,A0A382J1X9,0.31,94
A0A6J6D5R5,A0A644ZDJ2,0.306,93
A0A6J6D5R5,A0A381SM42,0.304,93
A0A6J6D5R5,A0A382AXX9,0.313,90
A0A6J6D5R5,A0A381W471,0.305,88
A0A6J6D5R5,A0A383EVV5,0.338,85
A0A6J6D5R5,A0A382X5I9,0.322,85
A0A644XNZ4,A0A644Z8F8,0.526,347
A0A644XNZ4,A0A644X6F7,0.524,344
A0A644XNZ4,A0A380TBT6,0.447,302
A0A644XNZ4,A0A098EA56,0.457,295
A0A644XNZ4,A0A098E9U6,0.453,291
A0A644XNZ4,A0A6A7S922,0.437,288
A0A644XNZ4,A0A644YJC0,0.435,286
A0A644XNZ4,A0A2P2BYA5,0.424,279
A0A644XNZ4,A0A2P2CAW5,0.423,273
A0A644XNZ4,A0A6C0ED38,0.367,222
A0A6J6DEN0,A0A2P2C430,0.625,1274
A0A6J6DEN0,A0A2P2C2T2,0.627,1273
X1ADV7,A0A0F9BEX9,0.346,98
X1ADV7,A0A1J5SU47,0.303,72
A0A380TGB7,A0A382MHF8,0.337,84
A0A380TGB7,A0A6J6FN67,0.3,61
A0A380TGB7,A0A6J5ZN98,0.307,57
A0A0W8FI95,A0A644V824,0.465,207
A0A0W8FI95,A0A382F0X6,0.312,57
